0,0,0,0
1,112,112,112
2,127,178,56
3,183,106,47
4,112,112,112
5,104,83,50
6,0,124,0
7,112,112,112
8,64,64,255
9,64,64,255
10,255,0,0
11,255,0,0
12,247,233,163
13,247,233,163
14,112,112,112
15,112,112,112
16,112,112,112
17,104,83,50
18,0,124,0
19,167,167,167
20,0,0,0
21,112,112,112
22,112,112,112
23,112,112,112
24,112,112,112
25,104,83,50
26,167,167,167
27,0,0,0
28,0,0,0
29,112,112,112
30,167,167,167
31,0,124,0
32,0,124,0
33,112,112,112
34,112,112,112
35,167,167,167
36,112,112,112
37,0,124,0
38,0,124,0
39,0,124,0
40,0,124,0
41,167,151,0
42,167,167,167
43,112,112,112
44,112,112,112
45,112,112,112
46,255,0,0
47,104,83,50
48,112,112,112
49,54,42,80
50,0,0,0
51,0,0,0
52,167,167,167
53,104,83,50
54,104,83,50
55,0,0,0
56,112,112,112
57,105,223,218
58,104,83,50
59,0,124,0
60,183,106,47
61,112,112,112
62,112,112,112
63,104,83,50
64,104,83,50
65,0,0,0
66,0,0,0
67,112,112,112
68,104,83,50
69,0,0,0
70,112,112,112
71,167,167,167
72,104,83,50
73,112,112,112
74,112,112,112
75,0,0,0
76,0,0,0
77,0,0,0
78,255,255,255
79,160,160,255
80,255,255,255
81,0,124,0
82,164,168,184
83,0,124,0
84,104,83,50
85,104,83,50
86,0,124,0
87,111,54,52
88,247,233,163
89,0,0,0
90,0,0,0
91,0,124,0
92,0,0,0
93,0,0,0
94,0,0,0
95,112,112,112
96,104,83,50
97,164,168,184
98,112,112,112
99,104,83,50
100,104,83,50
101,167,167,167
102,0,0,0
103,0,124,0
104,0,124,0
105,0,124,0
106,0,124,0
107,104,83,50
108,112,112,112
109,112,112,112
110,127,178,56
111,0,124,0
112,111,54,52
113,111,54,52
114,111,54,52
115,0,124,0
116,112,112,112
117,167,167,167
118,167,167,167
119,0,0,0
120,112,112,112
121,112,112,112
122,54,42,80
123,0,0,0
124,0,0,0
125,104,83,50
126,104,83,50
127,0,124,0
128,112,112,112
129,112,112,112
130,112,112,112
131,0,0,0
132,0,0,0
133,57,203,91
134,104,83,50
135,104,83,50
136,104,83,50
137,167,167,167
138,0,0,0
139,112,112,112
140,0,0,0
141,0,124,0
142,0,124,0
143,0,0,0
144,0,0,0
145,167,167,167
146,104,83,50
147,167,151,0
148,167,167,167
149,0,0,0
150,0,0,0
151,104,83,50
152,209,43,19
153,112,112,112
154,167,167,167
155,234,228,222
156,234,228,222
157,0,0,0
158,112,112,112
159,164,168,184
160,167,167,167
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,124,0
171,167,167,167
172,164,168,184
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,54,42,80
199,157,165,153
200,112,112,112
201,112,112,112
202,112,112,112
203,112,112,112
204,167,103,0
205,199,199,199
206,167,183,199
207,47,39,55
208,167,103,0
209,199,199,199
210,167,151,0
211,167,183,199
212,47,39,55
213,167,103,0
214,199,199,199
215,167,151,0
216,167,183,199
217,47,39,55
218,164,168,184
219,164,168,184
220,247,233,163
221,247,233,163
222,54,42,80
223,54,42,80
224,111,54,52
225,111,54,52
226,54,42,80
227,54,42,80
228,54,42,80
229,167,167,167
230,167,167,167
231,167,167,167
232,167,167,167
233,167,167,167
234,0,124,0
235,0,124,0
236,0,124,0
237,0,124,0
238,0,124,0
239,167,103,0
240,199,199,199
241,167,151,0
242,167,167,167
243,167,183,199
244,47,39,55
245,112,112,112
246,0,0,0
247,54,42,80
248,0,0,0
249,0,124,0
250,164,168,184
251,164,168,184
252,157,165,153
253,157,165,153
254,167,167,167
255,157,165,153
